"geo","time","population_aged_40_59_years_both_sexes_percent"
"bdi",1950,14.63173
"bdi",1955,14.65354
"bdi",1960,14.46427
"bdi",1965,14.1675
"bdi",1970,13.60716
"bdi",1975,12.86852
"bdi",1980,12.16209
"bdi",1985,11.47283
"bdi",1990,10.81788
"bdi",1995,11.04979
"bdi",2000,11.30617
"bdi",2005,11.99971
"bdi",2010,12.52673
"bdi",2015,11.73484
"bdi",2020,11.45906
"bdi",2025,12.10229
"bdi",2030,13.35692
"bdi",2035,14.65024
"bdi",2040,15.18858
"bdi",2045,15.41987
"bdi",2050,15.96292
"bdi",2055,16.90668
"bdi",2060,18.20782
"bdi",2065,19.34529
"bdi",2070,19.98359
"bdi",2075,20.42388
"bdi",2080,20.91586
"bdi",2085,21.57373
"bdi",2090,22.28363
"bdi",2095,22.84944
"bdi",2100,23.19616
"cod",1950,13.22249
"cod",1955,13.30557
"cod",1960,13.37091
"cod",1965,13.38115
"cod",1970,13.37978
"cod",1975,13.35207
"cod",1980,13.31939
"cod",1985,13.27205
"cod",1990,13.1445
"cod",1995,12.80938
"cod",2000,12.5562
"cod",2005,12.33975
"cod",2010,12.17618
"cod",2015,12.14578
"cod",2020,12.22908
"cod",2025,12.44589
"cod",2030,12.77799
"cod",2035,13.25304
"cod",2040,13.87427
"cod",2045,14.77824
"cod",2050,15.98741
"cod",2055,17.37361
"cod",2060,18.7412
"cod",2065,19.96016
"cod",2070,21.02337
"cod",2075,21.95691
"cod",2080,22.81485
"cod",2085,23.54509
"cod",2090,24.09746
"cod",2095,24.48147
"cod",2100,24.72542
"ken",1950,16.02471
"ken",1955,14.94029
"ken",1960,13.80241
"ken",1965,12.80005
"ken",1970,12.07683
"ken",1975,11.52167
"ken",1980,10.7032
"ken",1985,9.78984
"ken",1990,9.59925
"ken",1995,10.00651
"ken",2000,10.33723
"ken",2005,10.71229
"ken",2010,11.25241
"ken",2015,12.37096
"ken",2020,13.96769
"ken",2025,15.76621
"ken",2030,17.32552
"ken",2035,18.18005
"ken",2040,19.06967
"ken",2045,19.94432
"ken",2050,20.96348
"ken",2055,21.93459
"ken",2060,22.58223
"ken",2065,23.04067
"ken",2070,23.3672
"ken",2075,23.83027
"ken",2080,24.23816
"ken",2085,24.53654
"ken",2090,24.72128
"ken",2095,24.81679
"ken",2100,24.86647
"rwa",1950,13.35271
"rwa",1955,12.20589
"rwa",1960,11.10602
"rwa",1965,11.18399
"rwa",1970,11.84241
"rwa",1975,12.08699
"rwa",1980,11.4622
"rwa",1985,10.39307
"rwa",1990,10.20395
"rwa",1995,11.26576
"rwa",2000,11.69985
"rwa",2005,12.87866
"rwa",2010,12.85912
"rwa",2015,13.02683
"rwa",2020,13.86089
"rwa",2025,15.57432
"rwa",2030,17.96196
"rwa",2035,18.90556
"rwa",2040,19.8433
"rwa",2045,20.43145
"rwa",2050,21.35647
"rwa",2055,22.98372
"rwa",2060,24.06969
"rwa",2065,24.65341
"rwa",2070,24.85021
"rwa",2075,25.12402
"rwa",2080,25.54791
"rwa",2085,25.97277
"rwa",2090,26.15525
"rwa",2095,26.01061
"rwa",2100,25.66314
"ssd",1950,13.29456
"ssd",1955,13.46897
"ssd",1960,13.61744
"ssd",1965,13.71589
"ssd",1970,13.76697
"ssd",1975,13.89189
"ssd",1980,14.02688
"ssd",1985,14.14811
"ssd",1990,13.96928
"ssd",1995,13.1409
"ssd",2000,12.70288
"ssd",2005,12.55909
"ssd",2010,12.65967
"ssd",2015,13.10089
"ssd",2020,13.47789
"ssd",2025,13.87237
"ssd",2030,14.61275
"ssd",2035,15.6252
"ssd",2040,16.80137
"ssd",2045,17.92853
"ssd",2050,18.92235
"ssd",2055,19.80623
"ssd",2060,20.65105
"ssd",2065,21.52229
"ssd",2070,22.29953
"ssd",2075,22.9639
"ssd",2080,23.49561
"ssd",2085,23.94656
"ssd",2090,24.3628
"ssd",2095,24.75546
"ssd",2100,25.09288
"tza",1950,12.40146
"tza",1955,12.48512
"tza",1960,12.496
"tza",1965,12.46458
"tza",1970,12.40428
"tza",1975,12.31639
"tza",1980,12.20211
"tza",1985,12.13065
"tza",1990,12.11016
"tza",1995,11.90033
"tza",2000,11.68646
"tza",2005,11.47068
"tza",2010,11.41561
"tza",2015,11.75721
"tza",2020,12.40462
"tza",2025,13.09499
"tza",2030,13.68562
"tza",2035,14.19988
"tza",2040,14.68644
"tza",2045,15.43924
"tza",2050,16.37943
"tza",2055,17.40432
"tza",2060,18.32824
"tza",2065,19.06614
"tza",2070,19.71224
"tza",2075,20.30093
"tza",2080,20.90068
"tza",2085,21.4525
"tza",2090,21.90364
"tza",2095,22.26757
"tza",2100,22.58601
"uga",1950,12.65667
"uga",1955,12.67499
"uga",1960,12.77771
"uga",1965,12.88486
"uga",1970,12.8812
"uga",1975,12.7671
"uga",1980,11.90443
"uga",1985,11.42705
"uga",1990,10.878
"uga",1995,10.21405
"uga",2000,9.64314
"uga",2005,9.16747
"uga",2010,9.26869
"uga",2015,9.80231
"uga",2020,10.56804
"uga",2025,11.35628
"uga",2030,12.09975
"uga",2035,12.91841
"uga",2040,13.84354
"uga",2045,14.97021
"uga",2050,16.18792
"uga",2055,17.35818
"uga",2060,18.47946
"uga",2065,19.50016
"uga",2070,20.44286
"uga",2075,21.30372
"uga",2080,22.0502
"uga",2085,22.67605
"uga",2090,23.18905
"uga",2095,23.61666
"uga",2100,23.97614
